Rank,Game,Platform,Publisher,Total_Sales,Na_Sales,Pal_Sales,Japan_Sales,Other_Sales,Year
14210,Whirl Tour,GC,VU Games  ,0.05,0.04,0.01,0.0,0.0,2002
14211,Major League Baseball 2K11,PS2,2K Sports  ,0.05,0.02,0.02,0.0,0.01,2011
14212,Cartoon Network Block Party,GBA,Majesco  ,0.05,0.03,0.01,0.0,0.0,2004
14213,Nicktoons: Attack of the Toybots,DS,THQ  ,0.05,0.04,0.0,0.0,0.0,2007
14214,Power Spike Pro Beach Volleyball,PS,Infogrames  ,0.05,0.03,0.02,0.0,0.0,2000
14215,Toukiden: The Age of Demons,PSP,Tecmo Koei  ,0.05,0.0,0.0,0.05,0.0,2014
14216,White Album: Tsuzurareru Fuyu no Omoide,PS3,Aquaplus  ,0.05,0.0,0.0,0.05,0.0,2010
14217,Harukanaru Toki no Naka de: Yumenoukihashi,DS,KOEI  ,0.05,0.0,0.0,0.05,0.0,2008
14218,Red Faction: Guerrilla Re-Mars-tered,XOne,THQ Nordic  ,0.05,0.04,0.01,0.0,0.0,2018
14219,Shinseiki Evangelion- Eva: Yukai na Nakama Tachi,PS,Gainax Network Systems  ,0.05,0.0,0.0,0.05,0.0,1998
14220,SD Gundam: Scad Hammers,Wii,Bandai  ,0.05,0.0,0.0,0.05,0.0,2006
14221,Yowamushi Pedal Asu e no High Cadence,3DS,Namco Bandai Games  ,0.05,0.0,0.0,0.05,0.0,2015
14222,Spitfire Heroes: Tales of the Royal Air Force,DS,Destineer  ,0.05,0.05,0.0,0.0,0.0,2008
14223,Dakar 18,PS4,Deep Silver  ,0.05,0.03,0.01,0.0,0.01,2018
14224,Super Bust-A-Move,GBA,Ubisoft  ,0.05,0.03,0.01,0.0,0.0,2001
14225,Mega Man Battle Chip Challenge,GBA,Capcom  ,0.05,0.0,0.0,0.05,0.0,2004
14226,Freelancer,PC,Microsoft Game Studios  ,0.05,0.02,0.03,0.0,0.0,2003
14227,ZooCube,GBA,Acclaim Entertainment  ,0.05,0.03,0.01,0.0,0.0,2002
14228,Stunt GP,PS2,Titus  ,0.05,0.02,0.02,0.0,0.01,2001
14229,D.Gray-man: Kami no Shitotachi,DS,Konami  ,0.05,0.0,0.0,0.05,0.0,2007
14230,NBA 2K,DC,Sega  ,0.05,0.0,0.0,0.05,0.0,1999
14231,Strikers 1945,SAT,Atlus  ,0.05,0.0,0.0,0.05,0.0,1996
14232,Jikkyou Oshaberi Parodius,SNES,Konami  ,0.05,0.0,0.0,0.05,0.0,1995
14233,Super Jinsei Game 2,SNES,Takara  ,0.05,0.0,0.0,0.05,0.0,1995
14234,World Series of Poker,GC,Activision  ,0.05,0.04,0.01,0.0,0.0,2005
14235,ARK Park,PS4,Snail Games USA  ,0.05,0.04,0.0,0.0,0.01,2018
14236,J-League Winning Eleven 2010: Club Championship,PS2,Konami  ,0.05,0.0,0.0,0.05,0.0,2010
14237,Johnny Bazookatone,PS,U.S. Gold  ,0.05,0.03,0.02,0.0,0.0,1996
14238,Reader Rabbit 2nd Grade,Wii,Graffiti  ,0.05,0.04,0.0,0.0,0.0,2010
14239,TNA iMPACT: Cross the Line,DS,SouthPeak Interactive  ,0.05,0.04,0.0,0.0,0.0,2010
14240,Reign of Fire,GBA,BAM! Entertainment  ,0.05,0.03,0.01,0.0,0.0,2002
14241,Koihime Musou,PS2,Yeti  ,0.05,0.0,0.0,0.05,0.0,2008
14242,Singularity,PC,Activision  ,0.05,0.0,0.04,0.0,0.01,2010
14243,Deadliest Catch: Alaskan Storm,X360,Navarre Corp  ,0.05,0.04,0.0,0.0,0.0,2008
14244,Kekkon Zenya,SAT,Shogakukan  ,0.05,0.0,0.0,0.05,0.0,1995
14245,Ms Saga: A New Dawn,PS2,Bandai  ,0.05,0.02,0.02,0.0,0.01,2006
14246,Cartoon Network Racing,DS,Game Factory  ,0.05,0.04,0.0,0.0,0.0,2006
14247,Finny the Fish & the Seven Waters,PS2,Natsume  ,0.05,0.02,0.02,0.0,0.01,2005
14248,Barnyard,GBA,THQ  ,0.05,0.03,0.01,0.0,0.0,2006
14249,The Grim Adventures Of Billy & Mandy,Wii,Midway Games  ,0.05,0.04,0.0,0.0,0.0,2006
14250,Next Generation of Chaos,PS2,Idea Factory  ,0.05,0.0,0.0,0.05,0.0,2002
14251,GrimGrimoire,PS2,NIS America  ,0.05,0.01,0.01,0.03,0.0,2007
14252,Katekyoo Hitman Reborn! DS: Bongole Shiki Taisen Battle Sugoroku,DS,Takara Tomy   ,0.05,0.0,0.0,0.05,0.0,2008
14253,Capcom vs. SNK: Millennium Fight 2000 Pro,DC,Capcom  ,0.05,0.0,0.0,0.05,0.0,2001
14254,Golden Axe: The Duel,SAT,Sega  ,0.05,0.0,0.0,0.05,0.0,1995
14255,J-League '96 Dream Stadium,SNES,Hudson Soft  ,0.05,0.0,0.0,0.05,0.0,1996
14256,Crime Life: Gang Wars,XB,Konami  ,0.05,0.04,0.01,0.0,0.0,2005
14257,Tokimeki Memorial: Girls Side 1st Love,DS,Konami  ,0.05,0.0,0.0,0.05,0.0,2007
14258,Rugby 2005,XB,EA Sports  ,0.05,0.04,0.01,0.0,0.0,2005
14259,Rock 'N Roll Racing,GBA,Blizzard Entertainment  ,0.05,0.03,0.01,0.0,0.0,2003
14260,Taito Legends,XB,Sega  ,0.05,0.04,0.01,0.0,0.0,2005
14261,Atelier Shallie Plus: Alchemists of the Dusk Sea,PSV,Tecmo Koei  ,0.05,0.0,0.0,0.05,0.0,2017
14262,Silhouette Mirage,PS,Working Designs  ,0.05,0.03,0.02,0.0,0.0,1999
14263,Dynasty Warriors Vol. 2,PSP,KOEI  ,0.05,0.04,0.0,0.0,0.0,2006
14264,Gaist Crusher,3DS,Capcom  ,0.05,0.0,0.0,0.05,0.0,2013
14265,Battle Chasers: Nightwar,NS,THQ Nordic  ,0.05,0.03,0.01,0.0,0.0,2018
14266,Treasure Report: Kikai Jikake no Isan,DS,Namco Bandai  ,0.05,0.0,0.0,0.05,0.0,2011
14267,Growlanser VI: Precarious World,PS2,Atlus  ,0.05,0.0,0.0,0.05,0.0,2007
14268,Yu-Gi-Oh! World Championship 2007,DS,Konami  ,0.05,0.0,0.01,0.04,0.0,2007
14269,B-Boy,PSP,SouthPeak Interactive  ,0.05,0.04,0.0,0.0,0.0,2008
14270,Block Kuzushi,SNES,Pow  ,0.05,0.0,0.0,0.05,0.0,1995
14271,LEGO Indiana Jones 2: The Adventure Continues,PC,LucasArts  ,0.05,0.02,0.03,0.0,0.01,2009
14272,American Bass Challenge,GBA,Ubisoft  ,0.05,0.03,0.01,0.0,0.0,2001
14273,American Chopper 2: Full Throttle,GC,Activision  ,0.05,0.04,0.01,0.0,0.0,2005
14274,Rugby 06,PS2,EA Sports  ,0.05,0.02,0.02,0.0,0.01,2006
14275,Ultimate Ghosts 'n Goblins (JP sales),PSP,Capcom  ,0.05,0.0,0.0,0.05,0.0,2006
14276,Fatal Frame II: Crimson Butterfly Director's Cut,XB,Tecmo  ,0.05,0.04,0.01,0.0,0.0,2004
14277,2002 FIFA World Cup,GC,EA Sports  ,0.05,0.04,0.01,0.0,0.0,2002
14278,Rock Band Country Track Pack 2,X360,MTV Games  ,0.05,0.04,0.0,0.0,0.0,2011
14279,Plants vs. Zombies,PC,PopCap Games  ,0.05,0.0,0.04,0.0,0.0,2009
14280,Colin McRae Rally 2005,XB,Codemasters  ,0.05,0.04,0.01,0.0,0.0,2004
14281,Venus & Braves: Majo to Megami to Horobi no Yogen,PSP,Namco Bandai  ,0.05,0.0,0.0,0.05,0.0,2011
14282,Pillars of Eternity,XOne,Paradox Interactive   ,0.05,0.04,0.0,0.0,0.01,2017
14283,Wonder Boy: The Dragon's Trap (Remake),NS,DotEmu  ,0.05,0.04,0.0,0.0,0.01,2017
14284,Zoop,PS,Viacom  ,0.05,0.03,0.02,0.0,0.0,1995
14285,Powerful Golf,DS,Konami  ,0.05,0.0,0.0,0.05,0.0,2011
14286,Saiyuki: Journey West,PS,KOEI  ,0.05,0.03,0.02,0.0,0.0,2001
14287,Secret Service,X360,Activision  ,0.05,0.04,0.0,0.0,0.0,2008
14288,Yomawari: The Long Night Collection,NS,NIS America  ,0.05,0.04,0.0,0.01,0.0,2018
14289,The Lord of the Rings: The Battle for Middle-Earth II,X360,Electronic Arts  ,0.05,0.0,0.04,0.0,0.0,2006
14290,Detective Conan: Marionette Symphony,3DS,Namco Bandai Games  ,0.05,0.0,0.0,0.05,0.0,2013
14291,Pirates vs Ninja Dodgeball,Wii,SouthPeak Interactive  ,0.05,0.04,0.0,0.0,0.0,2009
14292,Atelier Ayesha Plus: The Alchemist of Dusk,PSV,Tecmo Koei  ,0.05,0.0,0.0,0.05,0.0,2015
14293,MTX Mototrax,PSP,Activision  ,0.05,0.04,0.0,0.0,0.0,2006
14294,Winter Sports 3: The Great Tournament,Wii,Zoo Games  ,0.05,0.02,0.02,0.0,0.0,2010
14295,American Chopper 2: Full Throttle,XB,Activision  ,0.05,0.04,0.01,0.0,0.0,2005
14296,Amnesia: Crowd,PSP,Idea Factory  ,0.05,0.0,0.0,0.05,0.0,2013
14297,Just Sing,XOne,Ubisoft  ,0.05,0.04,0.0,0.0,0.01,2016
14298,Carnival Games,XOne,2K Games  ,0.05,0.04,0.0,0.0,0.01,2018
14299,Pachitte Chonmage Tatsujin 15: Pachinko Fuyu no Sonata 2,PS2,Hackberry  ,0.05,0.0,0.0,0.05,0.0,2008
14300,StarCraft,PC,Blizzard Entertainment  ,0.05,0.0,0.04,0.0,0.01,1998
14301,Monster Hunter Frontier G,PS3,Capcom  ,0.05,0.0,0.0,0.05,0.0,2013
14302,Medabots 9: Metabee Ver. / Rokusho Ver.,3DS,Rocket Company  ,0.05,0.0,0.0,0.05,0.0,2015
14303,Gem Smashers,Wii,Crave Entertainment  ,0.05,0.04,0.0,0.0,0.0,2011
14304,Ribbit King,GC,Bandai  ,0.05,0.04,0.01,0.0,0.0,2004
14305,VR Soccer '96,PS,Interplay  ,0.05,0.03,0.02,0.0,0.0,1996
14306,Diabolik Lovers,PSP,Idea Factory  ,0.05,0.0,0.0,0.05,0.0,2012
14307,Shugo Chara! 3-tsu no Tamagoto Koisuru Joker,DS,Konami  ,0.05,0.0,0.0,0.05,0.0,2008
14308,Summoner: A Goddess Reborn,GC,THQ  ,0.05,0.04,0.01,0.0,0.0,2003
14309,Apassionata: Die Galanacht der Pferde,DS,RTL  ,0.05,0.0,0.04,0.0,0.01,2009
14310,Microsoft Flight Simulator X Acceleration Expansion Pack,PC,Microsoft Game Studios  ,0.05,0.0,0.04,0.0,0.01,2007
14311,Test Drive: Ferrari Legends,X360,Atari  ,0.05,0.04,0.0,0.0,0.0,2012
14312,Mighty No. 9,XOne,Eidos Interactive Ltd  ,0.05,0.04,0.0,0.0,0.01,2015
14313,E.X. Troopers,PS3,Capcom  ,0.05,0.0,0.0,0.05,0.0,2012
14314,Nobunaga's Ambition II,3DS,Tecmo Koei  ,0.05,0.0,0.0,0.05,0.0,2015
14315,Kiniro no Corda 2 Encore,PS2,KOEI  ,0.05,0.0,0.0,0.05,0.0,2007
14316,M&M's Adventure,DS,Zoo Digital Publishing  ,0.05,0.04,0.0,0.0,0.0,2008
14317,ESPN Great Outdoor Games Bass 2002,GBA,Konami  ,0.05,0.03,0.01,0.0,0.0,2001
14318,Sushi Go-Round,Wii,SouthPeak Interactive  ,0.05,0.04,0.0,0.0,0.0,2010
14319,Need For Speed Underground,PC,Electronic Arts  ,0.05,0.0,0.04,0.0,0.01,2003
14320,Soul Eater: Medusa no Inbou,DS,Namco Bandai  ,0.05,0.0,0.0,0.05,0.0,2008
14321,Guild Wars Trilogy,PC,NCSoft  ,0.05,0.0,0.04,0.0,0.01,2005
14322,Batman: The Enemy Within,XOne,Telltale Games  ,0.05,0.04,0.0,0.0,0.01,2017
14323,Monster Jam: Crush It,PS4,GameMill  ,0.05,0.04,0.0,0.0,0.01,2017
14324,The Sims,PC,Maxis  ,0.05,0.01,0.03,0.0,0.0,2000
14325,Rugby Challenge 3,X360,Alternative Software  ,0.05,0.0,0.04,0.0,0.0,2016
14326,WRC 7,XOne,Bigben Interactive  ,0.05,0.04,0.0,0.0,0.01,2017
14327,Punch King,GBA,Acclaim Entertainment  ,0.05,0.03,0.01,0.0,0.0,2002
14328,World Championship Pool 2004,PS2,Jaleco  ,0.05,0.02,0.02,0.0,0.01,2004
14329,Prison Architect,PS4,Introversion Software  ,0.05,0.02,0.02,0.0,0.01,2016
14330,V-Rally 3,GBA,Atari  ,0.05,0.03,0.01,0.0,0.0,2002
14331,Kakuto Chojin,XB,Microsoft Game Studios  ,0.05,0.04,0.01,0.0,0.0,2002
14332,Beyond Oasis,GEN,Sega  ,0.05,0.0,0.0,0.05,0.0,1994
14333,Robotech: Invasion,XB,Global Star Software  ,0.05,0.04,0.01,0.0,0.0,2004
14334,Jewel Quest Mysteries,DS,Activision  ,0.05,0.03,0.01,0.0,0.0,2009
14335,Wii de Asobu Chibi-Robo!,Wii,Nintendo  ,0.05,0.0,0.0,0.05,0.0,2009
14336,Romance of the Three Kingdoms VI: Awakening of the Dragon,PS,KOEI  ,0.05,0.03,0.02,0.0,0.0,2000
14337,To Heart 2 DX Plus,PS3,Aquaplus  ,0.05,0.0,0.0,0.05,0.0,2011
14338,Moon,DS,Mastiff  ,0.05,0.04,0.0,0.0,0.0,2009
14339,Star Driver: Kagayaki no Takuto - Ginga Bishounen Densetsu,PSP,Namco Bandai  ,0.05,0.0,0.0,0.05,0.0,2011
14340,Frogger: Ancient Shadow,GC,Konami  ,0.05,0.04,0.01,0.0,0.0,2005
14341,Naruto: Uzumaki Chronicles 2 (JP sales),PS2,Namco Bandai  ,0.05,0.0,0.0,0.05,0.0,2007
14342,Code Lyoko,DS,Game Factory  ,0.05,0.03,0.01,0.0,0.0,2007
14343,Snoopy vs the Red Baron,PSP,Namco Bandai  ,0.05,0.04,0.0,0.0,0.0,2006
14344,Pet Vet: Down Under,DS,Deep Silver  ,0.05,0.04,0.0,0.0,0.0,2009
14345,Ship Simulator Extremes,PC,Paradox Interactive   ,0.05,0.0,0.04,0.0,0.01,2010
14346,"Warhammer 40,000: Dawn of War",PC,THQ  ,0.05,0.01,0.04,0.0,0.0,2004
14347,To Love-Ru Trouble Darkness: Battle Ecstasy,PSV,FuRyu Corporation  ,0.05,0.0,0.0,0.05,0.0,2014
14348,Kung Fu Panda: Showdown of Legendary Legends,3DS,Little Orbit  ,0.05,0.0,0.04,0.0,0.0,2015
14349,Raze's Hell,XB,Majesco  ,0.05,0.04,0.01,0.0,0.0,2005
14350,Zumba Fitness: World Party,WiiU,Majesco Entertainment  ,0.05,0.0,0.04,0.0,0.0,2013
14351,Shin Megami Tensei NINE,XB,Atlus  ,0.05,0.0,0.0,0.05,0.0,2002
14352,Magic Carpet,PS,Electronic Arts  ,0.05,0.03,0.02,0.0,0.0,1996
14353,Hoshigami: Ruining Blue Earth,PS,Atlus  ,0.05,0.03,0.02,0.0,0.0,2001
14354,GunPey DS,DS,Namco Bandai  ,0.05,0.04,0.0,0.0,0.0,2006
14355,Cabela's African Safari,PSP,Activision  ,0.05,0.04,0.0,0.0,0.0,2006
14356,Battleship / Connect Four / Sorry! / Trouble,DS,"Destination Software, Inc  ",0.05,0.04,0.0,0.0,0.0,2006
14357,NightCaster II: Equinox,XB,Jaleco  ,0.05,0.03,0.01,0.0,0.0,2002
14358,Chocobo to Mahou no Ehon: Majo to Shoujo to 5-Jin no Yuusha,DS,Square Enix  ,0.05,0.0,0.0,0.05,0.0,2008
14359,SD Gundam G Generation World,Wii,Namco Bandai  ,0.05,0.0,0.0,0.05,0.0,2011
14360,Pony Friends,DS,Eidos Interactive  ,0.05,0.0,0.04,0.0,0.01,2007
14361,Billy the Wizard: Rocket Broomstick Racing,Wii,Conspiracy Entertainment  ,0.05,0.04,0.0,0.0,0.0,2007
14362,Time Crisis: Project Titan,PS,Namco  ,0.05,0.03,0.02,0.0,0.0,2001
14363,The Lost Treasures of Alexandria,DS,Unknown  ,0.05,0.0,0.04,0.0,0.01,2011
14364,Crusader: No Remorse,PS,Electronic Arts  ,0.05,0.03,0.02,0.0,0.0,1996
14365,King's Quest: The Complete Collection,XOne,Activision  ,0.05,0.04,0.0,0.0,0.01,2016
14366,Ore-Sama Kingdom: Koi no Manga mo Debut o Mokushise! Doki Doki Love Lesson,DS,Bandai  ,0.05,0.0,0.0,0.05,0.0,2011
14367,Ys: The Ark of Napishtim,PSP,Konami  ,0.05,0.04,0.0,0.0,0.0,2006
14368,Black & Bruised,GC,Majesco  ,0.05,0.04,0.01,0.0,0.0,2003
14369,Empire Earth,PC,Sierra Entertainment  ,0.05,0.0,0.04,0.0,0.0,2001
14370,Fishing Sim World,XOne,Dovetail Games  ,0.05,0.04,0.0,0.0,0.01,2018
14371,World Series of Poker: Tournament of Champions 2007 Edition,Wii,Activision  ,0.05,0.04,0.0,0.0,0.0,2006
14372,Centipede: Infestation,3DS,Atari  ,0.05,0.04,0.0,0.0,0.0,2011
14373,Need for Speed Carbon,PC,Electronic Arts  ,0.05,0.0,0.04,0.0,0.01,2006
14374,Balloon Pop,Wii,UFO Interactive  ,0.05,0.04,0.0,0.0,0.0,2007
14375,Tom Clancy's Rainbow Six: Lockdown,GC,Ubisoft  ,0.05,0.04,0.01,0.0,0.0,2005
14376,Full Spectrum Warrior: Ten Hammers,XB,THQ  ,0.05,0.03,0.01,0.0,0.0,2006
14377,Ashes Cricket,XOne,Koch Media  ,0.05,0.0,0.04,0.0,0.0,2017
14378,World Championship Poker: Featuring Howard Lederer - All In,X360,Crave Entertainment  ,0.05,0.04,0.0,0.0,0.0,2006
14379,SpongeBob: HeroPants,3DS,Activision  ,0.05,0.04,0.0,0.0,0.01,2015
14380,Wing Island,Wii,Hudson Soft  ,0.05,0.03,0.01,0.01,0.0,2007
14381,Worms Reloaded,PC,Team17 Software  ,0.05,0.0,0.04,0.0,0.01,2010
14382,MiniCopter: Adventure Flight,Wii,Aksys Games  ,0.05,0.04,0.0,0.0,0.0,2008
14383,Turok: Dinosaur Hunter,N64,Acclaim Entertainment  ,0.05,0.0,0.0,0.05,0.0,1997
14384,Marvel Pinball: Epic Collection Volume 1,XOne,Nighthawk Interactive  ,0.05,0.04,0.0,0.0,0.01,2016
14385,Wonder World Amusement Park,Wii,Majesco  ,0.05,0.04,0.0,0.0,0.0,2008
14386,Gitaroo Man,PS2,KOEI  ,0.05,0.02,0.02,0.0,0.01,2002
14387,Taiko no Tatsujin Portable 2,PSP,Namco Bandai  ,0.05,0.0,0.0,0.05,0.0,2006
14388,Atari Flashback Classics: Volume 3,XOne,Funbox Media  ,0.05,0.04,0.0,0.0,0.01,2018
14389,Super Bubble Pop,GC,Jaleco  ,0.05,0.04,0.01,0.0,0.0,2003
14390,Dead or Alive Xtreme 3: Venus,PSV,Tecmo Koei  ,0.05,0.0,0.0,0.05,0.0,2016
14391,FIFA Manager 12,PC,Electronic Arts  ,0.05,0.0,0.03,0.0,0.01,2011
14392,Rock of the Dead,X360,Conspiracy Entertainment  ,0.05,0.04,0.0,0.0,0.0,2010
14393,Cabela's Trophy Bucks,X360,Activision  ,0.05,0.04,0.0,0.0,0.0,2007
14394,Counter Force,Wii,Conspiracy Entertainment  ,0.05,0.04,0.0,0.0,0.0,2007
14395,Owlboy,PS4,Soedesco  ,0.05,0.04,0.0,0.0,0.01,2018
14396,Time Travelers,PSV,Level 5  ,0.05,0.0,0.0,0.05,0.0,2012
14397,Amnesia Later,PSP,Idea Factory  ,0.05,0.0,0.0,0.05,0.0,2012
14398,Yaiba: Ninja Gaiden Z,X360,Tecmo Koei  ,0.05,0.03,0.01,0.0,0.0,2014
14399,Crazy Chicken: Atlantis Quest,DS,Mumbo Jumbo  ,0.05,0.04,0.0,0.0,0.0,2009
14400,SpongeBob SquarePants: Plankton's Robotic Revenge,X360,Activision  ,0.05,0.04,0.0,0.0,0.0,2013
14401,Intellivision Lives!,XB,Crave Entertainment  ,0.05,0.03,0.01,0.0,0.0,2004
14402,Shin Kamaitachi no Yoru: 11 Hitome no Suspect,PSV,ChunSoft  ,0.05,0.0,0.0,0.05,0.0,2011
14403,Test Drive Le Mans,PS,Infogrames  ,0.05,0.03,0.02,0.0,0.0,2000
14404,Sesame Street: Elmo's A-to-Zoo Adventure,PC,Warner Bros. Interactive  ,0.05,0.04,0.0,0.0,0.0,2010
14405,Pool Party,Wii,SouthPeak Interactive  ,0.05,0.04,0.0,0.0,0.0,2007
14406,Monster Jam: Maximum Destruction,GC,Ubisoft  ,0.05,0.04,0.01,0.0,0.0,2002
14407,Big Air Freestyle,GC,Atari  ,0.05,0.04,0.01,0.0,0.0,2002
14408,Hakuouki SSL: Sweet School Life,PSV,Idea Factory  ,0.05,0.0,0.0,0.05,0.0,2014
14409,Rimo-Cocoron,PS2,Sony Computer Entertainment  ,0.05,0.0,0.0,0.05,0.0,2001
14410,Mike Tyson Heavyweight Boxing,XB,Codemasters  ,0.05,0.03,0.01,0.0,0.0,2002
14411,The Berenstain Bears and the Spooky Old Tree,GBA,Namco  ,0.05,0.03,0.01,0.0,0.0,2005
14412,The Escapists 2,NS,Sold Out  ,0.05,0.04,0.0,0.0,0.0,2018
14413,FIFA Soccer 10,PC,EA Sports  ,0.05,0.0,0.04,0.0,0.01,2009
14414,Gravel,XOne,Milestone S.r.l.  ,0.05,0.04,0.0,0.0,0.0,2018
14415,Rapala Fishing Frenzy 2009,X360,Activision  ,0.05,0.04,0.0,0.0,0.0,2008
14416,Hakuoki: Warriors of the Shinsengumi,PSP,Aksys Games  ,0.05,0.0,0.0,0.05,0.0,2013
14417,Hiiro no Kakera DS,DS,Idea Factory  ,0.05,0.0,0.0,0.05,0.0,2008
14418,Arcana Famiglia: La storia della Aracana Famiglia,PSP,Comfort  ,0.05,0.0,0.0,0.05,0.0,2011
14419,Gummy Bears Mini Golf,DS,Storm City Games  ,0.05,0.04,0.0,0.0,0.0,2010
14420,Jake Hunter Detective Story: Ghost of the Dusk,3DS,Aksys Games  ,0.05,0.03,0.0,0.01,0.0,2018
14421,The Misadventures of Tron Bonne,PS,Capcom  ,0.05,0.03,0.02,0.0,0.0,2000
14422,Assault Suit Leynos,PS4,Rising Star Games  ,0.05,0.04,0.0,0.0,0.01,2016
14423,Boing! Docomodake DS,DS,Ignition Entertainment  ,0.05,0.04,0.0,0.0,0.0,2009
14424,Color Cross,DS,Zoo Games  ,0.05,0.04,0.0,0.0,0.0,2010
14425,Ray Gigant,PSV,Acttil  ,0.05,0.0,0.0,0.05,0.0,2016
14426,Smash Court Tennis 3,PSP,Namco Bandai  ,0.05,0.01,0.01,0.01,0.01,2007
14427,Professor Heinz Wolff's Gravity,DS,Deep Silver  ,0.05,0.04,0.0,0.0,0.0,2009
14428,Black Jack vs. Matsudajun,PS,Pony Canyon  ,0.05,0.03,0.02,0.0,0.0,2000
14429,Brave Story: New Traveller (jp sales),PSP,Xseed Games  ,0.05,0.0,0.0,0.05,0.0,2007
14430,Assassin's Creed: Altair's Chronicles,DS,Ubisoft  ,0.05,0.03,0.01,0.0,0.0,2008
14431,Clever Kids: Creepy Crawlies,DS,Midas Interactive Entertainment  ,0.05,0.0,0.04,0.0,0.0,2009
14432,March of the Penguins,DS,DSI Games  ,0.05,0.04,0.0,0.0,0.0,2006
14433,Wrath Unleashed,XB,LucasArts  ,0.05,0.03,0.01,0.0,0.0,2004
14434,River City Soccer Hooligans,DS,Aksys Games  ,0.05,0.04,0.0,0.01,0.0,2010
14435,Cesar Millan's Dog Whisperer,DS,Ubisoft  ,0.05,0.04,0.0,0.0,0.0,2008
14436,Garou Densetsu 3: Road to the Final Victory,SAT,SNK  ,0.05,0.0,0.0,0.05,0.0,1996
14437,Bleach: Soul Carnival,PSP,Sony Computer Entertainment  ,0.05,0.0,0.0,0.05,0.0,2008
14438,Winter Sports 2011,PS3,DTP Entertainment  ,0.05,0.0,0.04,0.0,0.01,2011
14439,Tokyo Twilight Ghost Hunters Daybreak: Special Gigs,PS4,NIS America  ,0.05,0.04,0.0,0.0,0.01,2016
14440,Double Dragon Advance,GBA,Atlus  ,0.05,0.03,0.01,0.0,0.0,2003
14441,SNK Heroines Tag Team Frenzy,NS,NIS America  ,0.05,0.02,0.01,0.01,0.0,2018
14442,Bubble Bobble Revolution,DS,Codemasters  ,0.05,0.04,0.0,0.0,0.0,2006
14443,The Bible Game,XB,Crave Entertainment  ,0.05,0.03,0.01,0.0,0.0,2005
14444,Inspector Gadget: Gadget's Crazy Maze,PS,Ubisoft  ,0.05,0.03,0.02,0.0,0.0,2001
14445,World Fantasista,PS2,Square  ,0.05,0.0,0.0,0.05,0.0,2002
14446,Hyperdimension Neptunia Re;Birth2: Sisters Generation,PSV,Compile Heart  ,0.05,0.0,0.0,0.05,0.0,2014
14447,Overcooked,PS4,Sold Out  ,0.05,0.04,0.0,0.0,0.01,2016
14448,Yager,XB,Kemco  ,0.05,0.03,0.01,0.0,0.0,2004
14449,Tabi no Yubisashi Kaiwachou DS: DS Series 1 Thai,DS,Nintendo  ,0.05,0.0,0.0,0.05,0.0,2006
14450,Ben 10 (2017),PS4,Outright Games  ,0.05,0.04,0.0,0.0,0.01,2017
14451,Lips: Deutsche Partyknaller,X360,Microsoft Game Studios  ,0.05,0.0,0.04,0.0,0.01,2009
14452,Puyo Puyo Tetris,PS3,Sega  ,0.05,0.0,0.0,0.05,0.0,2014
14453,Cocoto Kart Racer,DS,Conspiracy Entertainment  ,0.05,0.04,0.0,0.0,0.0,2007
14454,Futurama,XB,VU Games  ,0.05,0.03,0.01,0.0,0.0,2003
14455,My Body Coach,Wii,Big Ben Interactive  ,0.05,0.0,0.04,0.0,0.0,2009
14456,Pool Hall Pro,Wii,Playlogic Game Factory  ,0.05,0.04,0.0,0.0,0.0,2009
14457,Nazo Waku Yakata: Oto no Ma ni Ma ni,3DS,Capcom  ,0.05,0.0,0.0,0.05,0.0,2011
14458,Choro Q 64 2: Hacha Mecha Grand Prix Race,N64,Takara  ,0.05,0.0,0.0,0.05,0.0,1999
14459,Fantastic Four: Rise of the Silver Surfer,Wii,2K Games  ,0.05,0.04,0.01,0.0,0.0,2007
14460,Far Cry,PC,Ubisoft  ,0.05,0.0,0.04,0.0,0.01,2004
14461,StarCraft II: Legacy of the Void,PC,Blizzard Entertainment  ,0.05,0.0,0.04,0.0,0.0,2015
14462,Activision Anthology,GBA,Activision  ,0.05,0.03,0.01,0.0,0.0,2003
14463,Aokana: Four Rhythm Across the Blue,PSV,Sprite  ,0.05,0.0,0.0,0.05,0.0,2016
14464,Galaxy Racers,DS,Ubisoft  ,0.05,0.04,0.0,0.0,0.0,2010
14465,Lux-Pain,DS,Ignition Entertainment  ,0.05,0.04,0.0,0.0,0.0,2009
14466,Devil's Third,WiiU,Nintendo  ,0.05,0.03,0.02,0.0,0.0,2015
14467,Onrush,PS4,Deep Silver  ,0.05,0.04,0.0,0.0,0.01,2018
14468,Wayne Gretzky's 3D Hockey '98,PS,Midway Games  ,0.05,0.03,0.02,0.0,0.0,1997
14469,Warriors All-Stars,PSV,Tecmo Koei  ,0.05,0.0,0.0,0.05,0.0,2017
14470,Dead Cells,PS4,Merge Games  ,0.05,0.04,0.0,0.0,0.01,2018
14471,God Wars: Future Past,PSV,NIS America  ,0.05,0.01,0.0,0.03,0.0,2017
14472,Trigger Man,XB,Crave Entertainment  ,0.05,0.03,0.01,0.0,0.0,2004
14473,Kimi ni Todoke: Tsutaeru Kimochi,DS,Banpresto  ,0.05,0.0,0.0,0.05,0.0,2011
14474,Nora to Koku no Koubou: Kiri no Mori no Majo,DS,Atlus  ,0.05,0.0,0.0,0.05,0.0,2011
